Apple 아이폰 13 256GB [자급제],"최저1,160,000원판매처 101",https://cr.shopping.naver.com/adcr.nhn?x=6bWhKxl%2BYoT2vZ9Gejy34v%2F%2F%2Fw%3D%3Ds8kKQ0Bj40tYIC7AwdhPRgLpQ1Q4D7%2BVlwz0a5mnNpLyGgjNtjvRyY8TaEm3AQ5UwM8XPeLDEwukVYsU9vsr7u2BOSyHTOMmal1TXI0F6LOcP%2BXOJxhpsiZXKSt%2FgXMmyYW3%2BMmMD6hZfpd9svXzePt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLymj3I0Ayg2aYacGIsBoPOmNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjV3eEQANGOySS560gSgfTuoPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUtrZ7e2PeVgZmdR0uSXgsUuMcSvaRafmlFqqCn8cfueRXfqiCwBtPYYwEdSt6i2JAd%2FDEuCS2Zrll9y4OS8eJPW%2BSivtm6ryIrke9VsSBx%2FIEc05LTibBt%2FawtKKLwCqnaAlobvnzLQdM2LFJqdgxXA385erTrEUuUwLA0NA5uM8tyoSE6KxzK06m1%2BHQP34C%2BbC1Cf8uCBK%2FXkYZ3DAXhwJHhPA6uOxiAKXdrpksSzW%2FhgaMkJIhbUi8HFdPXAb30jKwDuYFwEN2MbvGU9foGCPIzsg0MC3VZ8KLfE3rHGSFbDf4gHI5rSMJU1BWcIOg&nvMid=29029192591&catId=50001519
Apple 아이폰 13 프로 256GB [자급제],"최저1,409,008원판매처 87",https://cr.shopping.naver.com/adcr.nhn?x=AlRn1O6HlUC3nLXJ20nLo%2F%2F%2F%2Fw%3D%3Dszd%2B4harA0UlUUoSZIpO2FTm1RE9z2b4yORVj9izZoH6GgjNtjvRyY8TaEm3AQ5UwDb6uGvJ5Fw%2FVUTEsF8Q%2BD2BOSyHTOMmal1TXI0F6LOcP%2BXOJxhpsiZXKSt%2FgXMmyYW3%2BMmMD6hZfpd9svXzePt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajL137zj6xS8KLGHM26HEneD2NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjV3eEQANGOySS560gSgfTuoPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUbCdtmBf9jHhAXJv5Pqn7n2WIZATKfN8zrgLY2DsnHkFXfqiCwBtPYYwEdSt6i2JA%2FWMLzxfkqsmfXLVpvQi4a%2FkwYDk9tHsvw%2B%2F64PPynPYEc05LTibBt%2FawtKKLwCqnk6qjg%2F%2B%2B1yHbR7Om%2F12%2BtCOCcokyWX5Du%2FLDhkAEqN8lDv77rgQoH8LCOsgmhGGjhejKyKKQJPosYkFFU2iKXlodLIKOep%2Ft6%2Bg5w4PedQwNauEcRynSn%2F8orOK7nc90UKx0wYPIydwPHuMdgpXv%2F2W0Hsqd9v0yUym1vx3zxbaFbDf4gHI5rSMJU1BWcIOg&nvMid=29030492586&catId=50001519
Apple 아이폰 13 프로 128GB [자급제],"최저1,279,674원판매처 90",https://cr.shopping.naver.com/adcr.nhn?x=rgtptELC%2B450eT0eOlq1Gf%2F%2F%2Fw%3D%3Ds5dAYQLRMyU6N%2F28zTFPqq3nWpOJyVLr7IPu%2FMHQ%2FUySGgjNtjvRyY8TaEm3AQ5UwCMVwkxmkqkGk5dduV94xOWBOSyHTOMmal1TXI0F6LOcP%2BXOJxhpsiZXKSt%2FgXMmyYW3%2BMmMD6hZfpd9svXzePt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLTxs46ihXoVB%2B04WPMRzZJmNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjV3eEQANGOySS560gSgfTuoPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUmvpbRf0uwbOdNuc3n7svxF94F%2FZ0L7yVIDIFfDkZuRdXfqiCwBtPYYwEdSt6i2JAHH5%2F%2FrTPKN8vdPErW076OFZRUPHfSrK8%2FRQ6mKxMpUwEc05LTibBt%2FawtKKLwCqnk6qjg%2F%2B%2B1yHbR7Om%2F12%2BtHnpx4gEZsGjZBJSCDwSLbAlDv77rgQoH8LCOsgmhGGjhejKyKKQJPosYkFFU2iKXr6PpJGSKTVmUlNMco49IV8NauEcRynSn%2F8orOK7nc90hhr2dXLb8juf4vSGkKIRd9PulJhtluD1t3%2FbgJSYzveFbDf4gHI5rSMJU1BWcIOg&nvMid=29030420587&catId=50001519
Apple 아이폰 13 미니 128GB [자급제],"최저919,908원판매처 104",https://cr.shopping.naver.com/adcr.nhn?x=SNwXxLl6E0DbL8%2B2jA0Mn%2F%2F%2F%2Fw%3D%3DsqDc8xD7LyTltpP9SqTya%2BdeRER6N3X5wiRptIyGSyb2GgjNtjvRyY8TaEm3AQ5Uw%2BQ8DJJW6uQIyJwEzogABdGBOSyHTOMmal1TXI0F6LOcP%2BXOJxhpsiZXKSt%2FgXMmyYW3%2BMmMD6hZfpd9svXzePt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajL6vmS6IPw0N8PQDlZk4TeMmNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjV3eEQANGOySS560gSgfTuoPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUeMSnEkfSPdC390pyPDSdmprmr4o%2FjZmjfjgs1y4kXfNXfqiCwBtPYYwEdSt6i2JAmEwzklfczU%2FX57JNs5EMRIKRWQRoKUYseJSMX4ors%2BUEc05LTibBt%2FawtKKLwCqnlArQYL2rUkhRRerK7frppVAd3u3y%2B4XNwIArnBjGOjslDv77rgQoH8LCOsgmhGGjhejKyKKQJPosYkFFU2iKXk1aj2ZJrFyCR0w2knxKlz2IDf9TYDOC4LzgCehLsur5aok7EqT%2FMCJrpHlvR%2B2FJbvIX0gjwTBoRyzYyu0urT4OEsHC78VBLnFZh%2FnDobeN&nvMid=29030650586&catId=50001519
Apple 아이폰 13 128GB [자급제],"최저1,050,000원판매처 93",https://cr.shopping.naver.com/adcr.nhn?x=y3E%2BGhpyBAi8nl3QxL7cT%2F%2F%2F%2Fw%3D%3DsLjCWHvT0FKGGTz3NIJzTvJDz1snn0JBRso%2FhkSrC2feGgjNtjvRyY8TaEm3AQ5UwZPofzEC%2BV0witm2yI%2BzSaWBOSyHTOMmal1TXI0F6LOcP%2BXOJxhpsiZXKSt%2FgXMmyYW3%2BMmMD6hZfpd9svXzePt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajL5rmSYJSQ7Q%2FSdegndTkuDGNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjV3eEQANGOySS560gSgfTuoPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUl1QeohXtsnJ2gWCO2obY7ElhvHagnxq%2BVDfEBiePg45XfqiCwBtPYYwEdSt6i2JAr5u8wxKRrTc2e72eiZ7BtdW0YnDPjfWiPvNqMw%2FRuDIEc05LTibBt%2FawtKKLwCqnTEM7MMN0Xq61PV1wjz80Rg385erTrEUuUwLA0NA5uM8tyoSE6KxzK06m1%2BHQP34CC%2BPpXcwvBea0ucPVylzc3EBsc2h%2FGWZ%2F0XimIxdfF82%2FhgaMkJIhbUi8HFdPXAb3yfm5AC%2F2L%2FiKAU8e0ISNTW9TZjqEQTAbFzUBl8432wvhVEAf6wwM5tqtSh0bB5Hx&nvMid=29030374587&catId=50001519
Apple 아이폰 13 미니 256GB [자급제],"최저1,070,000원판매처 71",https://cr.shopping.naver.com/adcr.nhn?x=4vf1kDPFxePU%2FkEvmHYn1f%2F%2F%2Fw%3D%3Dsw8e%2B1cQzHAG4KDiRz2ldn8lgtitpVlP0qKOeJIbo%2FFRN4NgkrPIjlczCBjhk2dSMdWTITPlYC6TDt70%2BC6BAMuSFV3hgwg4jPM4yYytt81QEGV3B%2FlnkbH51EX3Cg2JByR3oXsp%2B0rFrYleARBLIuMv%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKH44md2DnHUZj1xMBh7dKLJbkCnZt3PKDnGtnPfTpWXV9gLRMuJH34gK%2BdKxxm2wLzvmuWdN0wuXY4ET8K7rpR99%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4xjVc0pCbuLqyukU9MQZlg%2F0PqpzS9bsPbua3QvdT2KMMbh6%2FL4zXePrhRg6eFPIZ4fn7ivGCZf8PeW0rSoGCAtwRQyT5iDRlXdtlKXilPLKk5Veu6YTQhhahVu5gYc%2BVXidWWlmU6nrd6uznt5Dut8bbTrOhMmQpEkp4UEtzKmSE4FQdvRmo7oxOSvwywmch9%2BgAumolLVJz5BfuR21BUKe0MIkOInjR4p3YMjaoGoYRpOFzCbaM6OU97uoPifjrnNdMI%2BOodwnPyeBPOVGttZP2c9nrfcN7BBQbAKS73PwdHI8FZtQVGFZJxOyBDKc%2B&nvMid=29030437590&catId=50001519
Apple 아이폰 13 프로 맥스 256GB [자급제],"최저1,600,000원판매처 48",https://cr.shopping.naver.com/adcr.nhn?x=nKDKBmSO8bLvsqzhg8l%2BQv%2F%2F%2Fw%3D%3Ds8Uuf0t155OQfTa6UAXB%2F%2BlQ061PqVkPit1GP3HoWssKGgjNtjvRyY8TaEm3AQ5UwKrxcoxJqorG1Ll8%2BisESm2BOSyHTOMmal1TXI0F6LOcP%2BXOJxhpsiZXKSt%2FgXMmyYW3%2BMmMD6hZfpd9svXzePt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLFwJLY7jZl%2ByD9qyNvqbno2NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjV3eEQANGOySS560gSgfTuoPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUJD1y3LHIPUGgS6g%2FiP6oQtQ4HdMHFRCBPWVX1fZg%2BNtXfqiCwBtPYYwEdSt6i2JAU08y%2FDFkXp%2FpYYZOo5Vft4%2FJ9VWu881IT7GL757Q0D8Ec05LTibBt%2FawtKKLwCqnk6qjg%2F%2B%2B1yHbR7Om%2F12%2BtAm3dAkP%2Fn0VvyxjRZxDM5B1I8EDCh5n2RBrPUf%2BYM4BX8a%2FHvPOPEuDd1Ce%2FzZYNWlFQTqAaJ1qkqJOY%2FzS6F8E%2BgTMxszCb3FBzFiju5JrFQwuyGCI%2Bg3dUVY%2FXoQXMb50Re4fMo6iqBX%2BfVeUAhZWhZ3SMHTcLlpircdRzUgq1JIslBmdxaTx7xO1%2BPPoWw%3D%3D&nvMid=29030294588&catId=50001519
Apple 아이폰 13 미니 512GB [자급제],"최저1,203,650원판매처 70",https://cr.shopping.naver.com/adcr.nhn?x=enxYvwdGnTi6JFrbW2%2BOIP%2F%2F%2Fw%3D%3DsPisvF7ReDpuygOrtVfpllqMQMxK7lfhq4UybHUry2FDrlQPyQuHoHFsppYbPEdHaYrAafwYd2loz3%2F3zWUelFlSp9WpHE0u8LqmFnOPDHXDGeyKtEvDVp3t6oquWQkdNamYbrp%2FJvbHol2R40Xvhg4ZnlrSZr8PDPdBCvs8uWtdeJxHcKH4rYUhc5SxvGs%2FQ5eJoxHy7F9pVayzIa84fuyJO7jbxAC%2FhHJnJbE9pD225SET%2FmTh%2Bwr3iKnDGr9FR84IsOeUc4Ulb8z2B2wXb5WBvozsGKuKOevobNYa1JmIHs%2F2PHkpmvWjL2qy1nHubep0toh3gKUGqIaTru5Pm8khzJS09gEUsjxz6Z18jsLVkIptLkhleORsoGb3BUK6Qk7A%2FO6d9%2F96zm7%2FMwASq2S%2FbsFab1MaplxhxWCpQN79KsaK6szvgRo5X5XC1HnWyi3Qtkfn1hMkL8tyo3kAsI4L05w4dWBlzRD%2F488Jiycz1JtnyFV8OD7Bngtl8x0Qvfm8I4%2BLwqxkEirhSi8uz%2FBzXodD%2Fuu3BPgOWyfXXhtPvW2q1ZBpuV%2F%2FvtKUgTGHntT5iR2YdERiMIq4zXBrZ2m33Ap3%2Fb1B9Pr%2F9vetl74XNjqh%2FZemCCOboDhnweAmG&nvMid=29030296587&catId=50001519
Apple 아이폰 13 프로 512GB [자급제],"최저1,594,800원판매처 52",https://cr.shopping.naver.com/adcr.nhn?x=3NCAWBhoApsaoMvGXeaOA%2F%2F%2F%2Fw%3D%3DsMXyaZ5xddR2ePAalnAWMs0W3S7R2g%2BEFzqGISl1pKkSGgjNtjvRyY8TaEm3AQ5UwlySi4u3zS97czVKmMJ%2BMwGBOSyHTOMmal1TXI0F6LOcP%2BXOJxhpsiZXKSt%2FgXMmyYW3%2BMmMD6hZfpd9svXzePt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLiYCoXVZpYWHK%2BSJmDHKCzmNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjV3eEQANGOySS560gSgfTuoPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUTc2Og6fyQCJJ%2Fl6p%2Buks%2F%2F1W112Y9VkzSYeY101VW9hXfqiCwBtPYYwEdSt6i2JA0H%2BFxqyd6hoFEQsiusNJdqXoYkBsNbO7MuF95LQZ6PMEc05LTibBt%2FawtKKLwCqnk6qjg%2F%2B%2B1yHbR7Om%2F12%2BtE5%2BMKgkmCGlBQziR%2BVKAswlDv77rgQoH8LCOsgmhGGjhejKyKKQJPosYkFFU2iKXicBoq5HMS2jmLlN0q7wcb4NauEcRynSn%2F8orOK7nc900UkAwnobiSUBEZhMv0u22aS1EpWvux1Tdx8MhzKDbKKFbDf4gHI5rSMJU1BWcIOg&nvMid=29030416587&catId=50001519
Apple 아이폰 13 프로 맥스 128GB [자급제],"최저1,490,000원판매처 48",https://cr.shopping.naver.com/adcr.nhn?x=E8oMOvaSkrkd1R6IDD0x1P%2F%2F%2Fw%3D%3DsyyZ8eRztDtihVTAQzcQquxYPqek0Ox79vKGSLeG%2BkdCGgjNtjvRyY8TaEm3AQ5UwOhrHUwr7PzzlsIWCdRtesGBOSyHTOMmal1TXI0F6LOcP%2BXOJxhpsiZXKSt%2FgXMmyYW3%2BMmMD6hZfpd9svXzePt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLCLK1IiVYHoJNpNr5Mls8y2NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjV3eEQANGOySS560gSgfTuoPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyU%2FRT6AynDuJbinEMPa5Jw%2FpH2gwGYvvX%2FoxMetoSp%2FsBXfqiCwBtPYYwEdSt6i2JAJ5OzJMHkakZ8t7rAWVoiKQVylq8pbHW8tzsJ%2B3GMigYEc05LTibBt%2FawtKKLwCqnk6qjg%2F%2B%2B1yHbR7Om%2F12%2BtBtYgbzS1XgDKfvh8khhdnl1I8EDCh5n2RBrPUf%2BYM4BX8a%2FHvPOPEuDd1Ce%2FzZYNdUa%2BtUPOyA5hU2eQUbZNps3DX7hoVnAzMEOVhzzBuu5%2FYYphMfShv6YUIYNAeyYbPHeVt32iHJNYtd7gxOJgkQDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=29030367587&catId=50001519
Apple 아이폰 13 프로 맥스 512GB [자급제],"최저1,839,970원판매처 55",https://cr.shopping.naver.com/adcr.nhn?x=eh9W4VU%2FRQnarK9FJFb7SP%2F%2F%2Fw%3D%3Dsf2FPueauhR5cihQq8tsA%2FCrl%2Bj5q2ACwx8MYynIn4c%2BGgjNtjvRyY8TaEm3AQ5UwFuHLLZbrz%2B6gVWN4jU1s72BOSyHTOMmal1TXI0F6LOcP%2BXOJxhpsiZXKSt%2FgXMmyYW3%2BMmMD6hZfpd9svXzePt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLTOU9n1bTq7tWXjznfA1Q12NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjV3eEQANGOySS560gSgfTuoPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUysGB%2FiW3n%2F7YORPrm2%2BQ7Uh1D%2Fm%2BZZKtPCXCSZiVGI9XfqiCwBtPYYwEdSt6i2JAd%2FDEuCS2Zrll9y4OS8eJPfkwYDk9tHsvw%2B%2F64PPynPYEc05LTibBt%2FawtKKLwCqnk6qjg%2F%2B%2B1yHbR7Om%2F12%2BtPMmdV%2BWYcrALJnSJrnuEqp1I8EDCh5n2RBrPUf%2BYM4BX8a%2FHvPOPEuDd1Ce%2FzZYNR4mh6zP1pBrKgS16QamSA6fMcdJTpjIC1pn6JKylfqzMCx0oZ8VPc5NxzlDo0F4feL6%2FeljqfoTRBkwhbTORrgDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=29029192586&catId=50001519
Apple 아이폰 13 512GB [자급제],"최저1,368,200원판매처 75",https://cr.shopping.naver.com/adcr.nhn?x=fxgI6DYqhND3zh7e0uNSsv%2F%2F%2Fw%3D%3DsR8tN8wv9J0RM%2F2YamG5f1R8Laif5FICMESjaw9m6tpmGgjNtjvRyY8TaEm3AQ5UwF3QHMkoKj1A%2BH0D4r7cLQGBOSyHTOMmal1TXI0F6LOcP%2BXOJxhpsiZXKSt%2FgXMmyYW3%2BMmMD6hZfpd9svXzePt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLMeLn3DEnnxE0ondyd3T%2BMGNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjV3eEQANGOySS560gSgfTuoPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUM6BGYs1vyzNO7AoENJbdhSvi%2BLBZzAhNPCvajfnSPNBXfqiCwBtPYYwEdSt6i2JA%2FWMLzxfkqsmfXLVpvQi4a8rCRKASTAGP2BBu8tvrdwgEc05LTibBt%2FawtKKLwCqnJNf8scw9NyljrLBDgKR59w385erTrEUuUwLA0NA5uM8tyoSE6KxzK06m1%2BHQP34Cx75hNxzBjEdI90ygIB3OJ%2FHOdsLtxv4qCiF9FIlOUim%2FhgaMkJIhbUi8HFdPXAb3%2BRno%2FnJN7w0Abpr0p6A7RWO0QScdmj79W4Ike%2ByYeOsNUJgJp6CUXauCvW7Y5AjN&nvMid=29030496586&catId=50001519
Apple 아이폰 13 프로 1TB [자급제],"최저1,830,000원판매처 52",https://cr.shopping.naver.com/adcr.nhn?x=QL2wpU%2B2n886xMeRpoSXHv%2F%2F%2Fw%3D%3DstBBIwGN8j0floX7bp7OHfOFspVPYqX0t88YZymX8XhSGgjNtjvRyY8TaEm3AQ5Uwt0g3WR48IRzl1FAUA2IEc2BOSyHTOMmal1TXI0F6LOcP%2BXOJxhpsiZXKSt%2FgXMmyYW3%2BMmMD6hZfpd9svXzePt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLnGSGtfC7HsVtItJ58Wx%2BqWNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjV3eEQANGOySS560gSgfTuoPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUNDOGTGNT6K9T5w9pM1vKzw8lfg8z3m1jsCpUwtk1g5ZXfqiCwBtPYYwEdSt6i2JAd%2FDEuCS2Zrll9y4OS8eJPQJhH8P9ykVUm6BB2apgzPwEc05LTibBt%2FawtKKLwCqnk6qjg%2F%2B%2B1yHbR7Om%2F12%2BtHHkQJ%2FrU8QF%2B5mHEyvWdY%2FL%2FnGINkSYp%2Bd2xAAY7UDn1UxaqwwRAbTAeA%2FJh4PWJphrZqxKLaHQi7RUcQH0j5xicchwRNwmJ84TyxvjggzFzwGKvgvWD2uNy9Muejh%2FnBNTFjOkVE1tpKH8qyiv2BIOEsHC78VBLnFZh%2FnDobeN&nvMid=29029192588&catId=50001519
